Location,Search_Term,Search_Volume,Vet_Reported_Cases,Weather,Humidity_Index,Risk_Level
Dambulla,dog fever,9,0,hot,4,Low
Gampaha,loss of appetite,3,0,humid,10,Low
Kandana,ticks,5,8,hot,4,Medium
Dambulla,eye infection,25,2,humid,10,High
Ragama,dog fever,9,11,hot,4,Medium
Trincomalee,dog vomiting,9,5,hot,4,Medium
Nuwara Eliya,ticks,1,9,rainy,6,Medium
Weeraketiya,dog coughing,3,1,dry,2,Low
Hatton,kennel cough,8,1,rainy,6,Low
Tissamaharama,itchy skin,10,2,hot,4,Low
Mahiyanganaya,itchy skin,2,6,humid,10,Medium
Galewela,dog fever,22,4,humid,10,High
Monaragala,dog fever,12,7,dry,2,Medium
Maharagama,dog coughing,2,11,dry,2,Medium
Maharagama,dog vomiting,1,8,humid,10,Medium
Trincomalee,dog fever,10,3,humid,10,Medium
Kandy,kennel cough,15,9,humid,10,High
Aluthgama,dog coughing,10,8,hot,4,Medium
Ganemulla,dog coughing,18,4,dry,2,Medium
Narammala,dog fever,16,3,dry,2,Medium
Kadawatha,dog coughing,19,8,humid,10,High
Kahawatte,kennel cough,4,0,rainy,6,Low
Kurunegala,itchy skin,5,9,hot,4,Medium
Ratnapura,eye infection,6,0,hot,4,Low
Badulla,lethargy,17,14,dry,2,High
Ratnapura,ticks,3,10,hot,4,Medium
Kotte,lethargy,7,11,hot,4,Medium
Kelaniya,dog fever,0,1,dry,2,Low
Agunukolapelessa,dog fever,19,8,humid,10,High
Colombo,dog fever,11,9,humid,10,Medium
Mirissa,itchy skin,13,0,dry,2,Low
Horana,dog fever,15,8,hot,4,Medium
Ginigathhena,ticks,3,4,humid,10,Medium
Kegalle,loss of appetite,10,0,dry,2,Low
Kilinochchi,dog vomiting,5,9,rainy,6,Medium
Vavuniya,lethargy,12,12,dry,2,Medium
Ja-Ela,eye infection,18,6,humid,10,High
Horana,dog vomiting,20,1,hot,4,Medium
Seeduwa,ticks,5,0,rainy,6,Low
Matale,kennel cough,1,8,rainy,6,Medium
Mapalana,lethargy,10,6,humid,10,Medium
Matale,dog fever,0,3,dry,2,Low
Jaffna,lethargy,20,4,hot,4,Medium
Weligama,fleas,12,1,dry,2,Low
Galle,dog coughing,4,5,rainy,6,Low
Rathmalana,kennel cough,1,7,humid,10,Medium
Galgamuwa,eye infection,22,11,rainy,6,High
Elpitiya,itchy skin,9,6,rainy,6,Medium
Tissamaharama,lethargy,5,3,hot,4,Low
Aluthgama,itchy skin,20,8,dry,2,High
Dankotuwa,dog coughing,17,6,hot,4,Medium
Kurunegala,kennel cough,11,4,dry,2,Medium
Giriulla,ticks,4,5,humid,10,Medium
Warakapola,fleas,8,9,rainy,6,Medium
Horana,kennel cough,4,4,hot,4,Low
Gonapola,dog fever,14,3,humid,10,Medium
Narammala,kennel cough,15,11,humid,10,High
Minuwangoda,lethargy,1,12,dry,2,Medium
Maharagama,itchy skin,19,4,rainy,6,Medium
Aluthgama,kennel cough,6,0,humid,10,Low
Galgamuwa,ticks,10,6,hot,4,Medium
Mawanella,itchy skin,8,5,dry,2,Medium
Kahawatte,dog fever,4,3,rainy,6,Low
Aluthgama,dog coughing,6,3,rainy,6,Low
Kalutara,itchy skin,3,4,rainy,6,Low
Buttala,fleas,6,7,hot,4,Medium
Kurunegala,fleas,4,4,hot,4,Low
Mahiyanganaya,dog vomiting,14,1,hot,4,Medium
Avissawella,dog vomiting,13,3,rainy,6,Medium
Jaffna,ticks,15,2,humid,10,Medium
Seeduwa,kennel cough,8,14,humid,10,High
Kandy,fleas,9,8,humid,10,Medium
Kandana,ticks,5,8,dry,2,Medium
Galgamuwa,kennel cough,2,9,humid,10,Medium
Gampaha,loss of appetite,13,3,hot,4,Medium
Kurunegala,loss of appetite,15,6,humid,10,Medium
Wariyapola,dog vomiting,9,8,dry,2,Medium
Galle,dog fever,6,6,humid,10,Medium
Mawanella,dog coughing,13,4,rainy,6,Medium
Haputale,loss of appetite,5,7,dry,2,Medium
Kalutara,dog fever,13,9,dry,2,Medium
Aluthgama,loss of appetite,20,5,dry,2,Medium
Middeniya,kennel cough,5,5,rainy,6,Medium
Ginigathhena,dog vomiting,4,6,rainy,6,Medium
Hambantota,loss of appetite,15,0,dry,2,Medium
Kosgama,lethargy,5,2,hot,4,Low
Giriulla,itchy skin,17,4,rainy,6,Medium
Kotte,dog fever,6,6,rainy,6,Medium
Wattala,itchy skin,10,2,dry,2,Low
Ganemulla,eye infection,0,5,dry,2,Low
Pelmadulla,ticks,13,7,hot,4,Medium
Balangoda,lethargy,8,1,dry,2,Low
Hambantota,kennel cough,14,8,hot,4,Medium
Kataragama,dog vomiting,15,9,humid,10,High
Kalutara,lethargy,19,19,humid,10,High
Kuliyapitiya,ticks,15,9,hot,4,Medium
Kotte,kennel cough,16,0,humid,10,Medium
Kandy,eye infection,8,4,humid,10,Medium
Buttala,eye infection,22,7,dry,2,High
Kadawatha,dog coughing,16,9,rainy,6,High
Pelmadulla,dog vomiting,8,2,humid,10,Medium
Hatton,dog fever,4,7,rainy,6,Medium
Kothmale,eye infection,4,10,dry,2,Medium
Mawanella,ticks,11,0,rainy,6,Low
Kandy,dog coughing,13,0,humid,10,Medium
Anuradhapura,eye infection,9,0,rainy,6,Low
Katunayake,lethargy,0,0,dry,2,Low
Ampara,loss of appetite,7,5,hot,4,Medium
Avissawella,dog fever,0,8,rainy,6,Low
Dehiwala,dog coughing,10,9,dry,2,Medium
Colombo,eye infection,13,3,rainy,6,Medium
Mullaitivu,lethargy,12,13,humid,10,High
Ganemulla,dog vomiting,19,5,dry,2,Medium
Kalawana,lethargy,18,0,rainy,6,Medium
Giriulla,lethargy,9,5,dry,2,Medium
Ginigathhena,dog vomiting,5,13,dry,2,Medium
Maskeliya,kennel cough,19,7,humid,10,High
Badulla,fleas,8,12,dry,2,Medium
Narammala,eye infection,2,11,hot,4,Medium
Kandy,eye infection,1,7,hot,4,Low
Kotte,itchy skin,8,0,dry,2,Low
Aluthgama,dog vomiting,17,0,rainy,6,Medium
Kurunegala,itchy skin,25,9,humid,10,High
Mullaitivu,eye infection,9,0,rainy,6,Low
Maskeliya,dog vomiting,14,0,hot,4,Medium
Colombo,ticks,0,0,rainy,6,Low
Kurunegala,loss of appetite,15,8,rainy,6,Medium
Wattala,lethargy,10,6,dry,2,Medium
Beruwala,fleas,15,2,humid,10,Medium
Chilaw,kennel cough,5,4,humid,10,Medium
Panadura,itchy skin,5,0,hot,4,Low
Embilipitiya,loss of appetite,18,6,humid,10,High
Minuwangoda,itchy skin,15,9,rainy,6,High
Dankotuwa,eye infection,14,5,dry,2,Medium
Puttalam,lethargy,4,5,humid,10,Medium
Middeniya,ticks,16,3,dry,2,Medium
Balangoda,dog coughing,10,5,humid,10,Medium
Dambulla,lethargy,7,9,rainy,6,Medium
Kalawana,lethargy,7,6,humid,10,Medium
Ja-Ela,dog fever,3,0,humid,10,Low
Agunukolapelessa,eye infection,0,6,hot,4,Low
Negombo,lethargy,2,0,dry,2,Low
Wattala,ticks,15,0,dry,2,Medium
Matale,dog vomiting,11,0,hot,4,Low
Kalawana,itchy skin,3,9,rainy,6,Medium
Pelmadulla,kennel cough,6,0,dry,2,Low
Wattala,fleas,9,6,hot,4,Medium
Ampara,eye infection,6,8,hot,4,Medium
Kalawana,fleas,4,0,rainy,6,Low
Anuradhapura,dog vomiting,7,6,dry,2,Medium
Kahawatte,lethargy,7,19,dry,2,High
Kandy,dog fever,1,6,rainy,6,Low
Pelmadulla,dog coughing,18,0,humid,10,Medium
Negombo,dog fever,9,4,rainy,6,Medium
Kahawatte,ticks,13,5,hot,4,Medium
Mannar,dog fever,15,4,humid,10,Medium
Kotte,ticks,11,6,rainy,6,Medium
Anuradhapura,dog coughing,2,0,rainy,6,Low
Puttalam,dog fever,3,1,hot,4,Low
Beruwala,kennel cough,13,2,hot,4,Medium
Panadura,fleas,19,2,rainy,6,Medium
Jaffna,lethargy,1,3,rainy,6,Low
Badulla,dog fever,14,4,hot,4,Medium
Kurunegala,eye infection,25,11,humid,10,High
Deniyaya,ticks,24,5,rainy,6,High
Kandy,eye infection,11,5,dry,2,Medium
Vavuniya,loss of appetite,13,4,dry,2,Medium
Horana,fleas,5,6,hot,4,Medium
Ampara,dog coughing,17,11,humid,10,High
Dehiwala,kennel cough,5,0,dry,2,Low
Giriulla,itchy skin,4,0,rainy,6,Low
Kothmale,loss of appetite,12,1,rainy,6,Medium
Seeduwa,dog vomiting,16,9,humid,10,High
Elpitiya,loss of appetite,18,1,rainy,6,Medium
Kosgama,dog coughing,8,8,humid,10,Medium
Boralesgamuwa,dog fever,14,2,dry,2,Medium
Kalawana,eye infection,4,0,dry,2,Low
Mahiyanganaya,eye infection,1,0,dry,2,Low
Kelaniya,itchy skin,7,7,rainy,6,Medium
Mannar,kennel cough,5,2,rainy,6,Low
Badulla,lethargy,4,0,dry,2,Low
Avissawella,kennel cough,6,4,humid,10,Medium
Katunayake,dog coughing,10,6,humid,10,Medium
Negombo,itchy skin,9,1,dry,2,Low
Ginigathhena,fleas,11,6,humid,10,Medium
Deniyaya,eye infection,13,5,hot,4,Medium
Kurunegala,dog fever,1,0,hot,4,Low
Kelaniya,lethargy,10,0,humid,10,Medium
Rathmalana,fleas,17,7,dry,2,Medium
Rathmalana,eye infection,10,8,hot,4,Medium
Ginigathhena,kennel cough,11,2,rainy,6,Medium
Matale,kennel cough,8,0,humid,10,Low
Kalutara,dog vomiting,16,6,dry,2,Medium
Moragahamula,loss of appetite,5,0,dry,2,Low
Matugama,dog vomiting,2,4,hot,4,Low
Elpitiya,lethargy,10,6,hot,4,Medium
Panadura,ticks,4,2,dry,2,Low
Horana,kennel cough,0,10,rainy,6,Medium
Vavuniya,ticks,12,3,rainy,6,Medium
Point Pedro,ticks,19,9,dry,2,High
Gampaha,dog coughing,3,9,dry,2,Medium
Matugama,eye infection,6,5,dry,2,Low
Dankotuwa,dog fever,0,1,dry,2,Low
Kandy,kennel cough,19,1,dry,2,Medium
Gonapola,dog vomiting,8,10,humid,10,Medium
Kotte,dog coughing,10,7,dry,2,Medium
Giriulla,ticks,7,3,dry,2,Low
Avissawella,eye infection,2,5,humid,10,Medium
Boralesgamuwa,itchy skin,11,7,hot,4,Medium
Giriulla,itchy skin,12,3,dry,2,Medium
Aluthgama,ticks,11,7,humid,10,Medium
Puttalam,fleas,2,1,rainy,6,Low
Matugama,itchy skin,8,1,rainy,6,Low
Puttalam,loss of appetite,15,8,rainy,6,Medium
Maharagama,lethargy,5,3,dry,2,Low
Minuwangoda,fleas,5,0,dry,2,Low
Kuliyapitiya,dog fever,7,5,rainy,6,Medium
Gonapola,lethargy,5,5,rainy,6,Medium
Vavuniya,eye infection,4,0,humid,10,Low
Kandy,fleas,8,6,hot,4,Medium
Kalutara,dog fever,21,9,dry,2,High
Boralesgamuwa,lethargy,5,12,rainy,6,Medium
Mahiyanganaya,eye infection,21,2,dry,2,Medium
Point Pedro,dog coughing,10,7,rainy,6,Medium
Kuliyapitiya,eye infection,17,6,dry,2,Medium
Middeniya,dog fever,20,4,hot,4,Medium
Piliyandala,fleas,21,0,hot,4,Medium
Maskeliya,loss of appetite,3,4,rainy,6,Low
Kuliyapitiya,dog vomiting,3,6,hot,4,Low
Ja-Ela,itchy skin,17,8,humid,10,High
Ja-Ela,dog fever,7,4,hot,4,Low
Dambulla,itchy skin,4,8,humid,10,Medium
Bandarawela,eye infection,8,2,dry,2,Low
Kegalle,dog fever,5,4,humid,10,Medium
Mullaitivu,dog vomiting,3,1,humid,10,Low
Kosgama,itchy skin,11,2,hot,4,Medium
Kandana,fleas,22,5,humid,10,High
Kuliyapitiya,eye infection,1,1,rainy,6,Low
Hanwella,itchy skin,18,1,rainy,6,Medium
Kilinochchi,lethargy,14,3,dry,2,Medium
Kothmale,ticks,2,8,humid,10,Medium
Pelmadulla,kennel cough,8,6,rainy,6,Medium
Vavuniya,lethargy,17,10,dry,2,High
Mahiyanganaya,dog fever,9,6,dry,2,Medium
Kandana,itchy skin,19,6,rainy,6,High
Puttalam,itchy skin,20,8,humid,10,High
Colombo,dog fever,23,2,rainy,6,Medium
Ambalangoda,itchy skin,15,0,dry,2,Medium
Avissawella,kennel cough,0,13,hot,4,Medium
Ja-Ela,dog vomiting,8,0,hot,4,Low
Embilipitiya,dog fever,19,2,dry,2,Medium
Narammala,lethargy,11,5,dry,2,Medium
Galewela,dog vomiting,12,6,hot,4,Medium
Matara,lethargy,8,4,humid,10,Medium
Pelmadulla,eye infection,8,1,humid,10,Medium
Kelaniya,fleas,10,8,rainy,6,Medium
Gonapola,itchy skin,23,5,rainy,6,High
Batticaloa,fleas,8,3,dry,2,Low
Passara,ticks,17,3,hot,4,Medium
Ampara,dog fever,15,14,dry,2,High
Kurunegala,ticks,8,6,rainy,6,Medium
Galle,lethargy,14,2,humid,10,Medium
Ganemulla,eye infection,26,9,hot,4,High
Maskeliya,dog coughing,2,8,rainy,6,Medium
Elpitiya,fleas,13,4,dry,2,Medium
Gampaha,loss of appetite,6,13,rainy,6,Medium
Bandaragama,dog coughing,15,10,rainy,6,High
Panadura,fleas,17,8,rainy,6,High
Minuwangoda,lethargy,13,1,rainy,6,Medium
Puttalam,fleas,8,0,humid,10,Low
Ambalangoda,lethargy,13,0,hot,4,Medium
Ragama,dog fever,4,8,hot,4,Medium
Kandy,fleas,8,3,dry,2,Low
Kilinochchi,dog vomiting,2,8,dry,2,Low
Kosgama,itchy skin,21,11,hot,4,High
Ampara,kennel cough,4,6,humid,10,Medium
Deniyaya,dog coughing,2,4,humid,10,Low
Pelmadulla,kennel cough,4,2,hot,4,Low
Horana,ticks,19,8,rainy,6,High
Moragahamula,kennel cough,7,5,hot,4,Medium
Dankotuwa,lethargy,20,4,hot,4,Medium
Pelmadulla,kennel cough,7,10,humid,10,Medium
Kosgama,ticks,2,12,rainy,6,Medium
Avissawella,itchy skin,3,3,dry,2,Low
Matale,dog coughing,7,8,humid,10,Medium
Ganemulla,fleas,6,6,hot,4,Medium
Panadura,dog fever,14,7,hot,4,Medium
Vavuniya,kennel cough,6,2,humid,10,Medium
Avissawella,fleas,21,5,rainy,6,High
Tissamaharama,itchy skin,15,9,humid,10,High
Hambantota,fleas,2,0,humid,10,Low
Ragama,dog fever,10,3,rainy,6,Medium
Tissamaharama,dog fever,13,9,hot,4,Medium
Point Pedro,fleas,13,9,hot,4,Medium
Mapalana,kennel cough,14,5,humid,10,Medium
Kandy,fleas,5,7,dry,2,Medium
Kuliyapitiya,eye infection,13,4,dry,2,Medium
Dambulla,dog coughing,8,12,rainy,6,Medium
Giriulla,fleas,17,1,dry,2,Medium
Mannar,dog coughing,21,0,humid,10,Medium
Mawanella,dog fever,3,4,hot,4,Low
Ampara,eye infection,9,10,humid,10,Medium
Wellawaya,fleas,3,3,hot,4,Low
Kadawatha,kennel cough,12,2,dry,2,Medium
Marawila,eye infection,20,7,humid,10,High
Kegalle,lethargy,2,6,hot,4,Low
Horana,ticks,21,0,hot,4,Medium
Bandarawela,itchy skin,8,7,humid,10,Medium
Katunayake,dog coughing,12,7,rainy,6,Medium
Mullaitivu,dog fever,18,0,hot,4,Medium
Hanwella,eye infection,8,3,humid,10,Medium
Ganemulla,loss of appetite,12,17,dry,2,High
Bandarawela,ticks,23,17,humid,10,High
Kilinochchi,dog vomiting,8,14,dry,2,Medium
Narammala,kennel cough,20,9,hot,4,High
Embilipitiya,fleas,9,1,rainy,6,Low
Kilinochchi,loss of appetite,10,8,hot,4,Medium
Galewela,kennel cough,19,0,hot,4,Medium
Kandana,lethargy,1,9,hot,4,Medium
Ratnapura,dog vomiting,18,10,dry,2,High
Mannar,loss of appetite,2,2,rainy,6,Low
Kalawana,ticks,10,9,dry,2,Medium
Balangoda,fleas,10,5,rainy,6,Medium
Galewela,dog vomiting,18,0,dry,2,Medium
Kegalle,lethargy,13,5,hot,4,Medium
Kothmale,fleas,7,0,dry,2,Low
Warakapola,fleas,5,0,rainy,6,Low
Kadawatha,eye infection,1,6,dry,2,Low
Kosgama,itchy skin,14,4,dry,2,Medium
Kilinochchi,dog fever,17,1,dry,2,Medium
Ampara,lethargy,2,0,hot,4,Low
Deniyaya,lethargy,12,5,rainy,6,Medium
Kalawana,itchy skin,7,2,humid,10,Medium
Haputale,kennel cough,17,3,rainy,6,Medium
Wattala,itchy skin,11,0,humid,10,Medium
Kataragama,dog coughing,11,11,hot,4,Medium
Wellawaya,eye infection,18,0,rainy,6,Medium
Matara,ticks,14,8,humid,10,High
Hanwella,ticks,18,8,hot,4,High
Ragama,dog vomiting,4,2,dry,2,Low
Galgamuwa,ticks,9,4,humid,10,Medium
Aluthgama,dog vomiting,11,1,rainy,6,Medium
Kothmale,dog fever,9,5,dry,2,Medium
Kalutara,loss of appetite,21,4,rainy,6,Medium
Gampaha,eye infection,14,7,hot,4,Medium
Ganemulla,eye infection,9,9,hot,4,Medium
Jaffna,itchy skin,19,2,rainy,6,Medium
Kegalle,eye infection,13,1,humid,10,Medium
Trincomalee,kennel cough,5,5,dry,2,Low
Kadawatha,eye infection,16,11,hot,4,High
Kotte,dog fever,0,2,humid,10,Low
Moragahamula,lethargy,21,7,rainy,6,High
Matugama,kennel cough,1,8,humid,10,Medium
Warakapola,ticks,10,2,dry,2,Low
Jaffna,lethargy,15,4,humid,10,Medium
Mapalana,dog fever,8,2,dry,2,Low
Homagama,eye infection,12,0,humid,10,Medium
Mawanella,dog coughing,11,6,dry,2,Medium
Weligama,dog coughing,18,8,humid,10,High
Aluthgama,fleas,8,1,dry,2,Low
Kotte,itchy skin,12,0,dry,2,Low
Ragama,loss of appetite,9,8,humid,10,Medium
Kuliyapitiya,eye infection,15,3,rainy,6,Medium
Weligama,ticks,22,6,hot,4,High
Panadura,ticks,6,2,humid,10,Medium
Negombo,dog fever,22,2,humid,10,High
Katunayake,eye infection,7,8,humid,10,Medium
Embilipitiya,dog coughing,14,3,humid,10,Medium
Ginigathhena,eye infection,7,6,rainy,6,Medium
Moragahamula,dog vomiting,13,0,dry,2,Low
Tissamaharama,dog vomiting,3,0,rainy,6,Low
Anuradhapura,lethargy,8,8,hot,4,Medium
Kurunegala,dog fever,4,12,dry,2,Medium
Galewela,dog coughing,9,5,hot,4,Medium
Nuwara Eliya,dog coughing,12,3,hot,4,Medium
Hikkaduwa,kennel cough,11,3,dry,2,Medium
Bandaragama,dog vomiting,4,1,hot,4,Low
Kosgama,dog fever,5,1,hot,4,Low
Mannar,dog fever,15,0,humid,10,Medium
Homagama,dog coughing,13,10,hot,4,Medium
Ampara,ticks,9,1,dry,2,Low
Ampara,dog coughing,11,7,rainy,6,Medium
Beruwala,dog coughing,4,13,humid,10,Medium
Hambantota,lethargy,8,5,dry,2,Medium
Ambalangoda,dog vomiting,8,4,dry,2,Low
Ragama,dog vomiting,24,0,humid,10,Medium
Aluthgama,itchy skin,10,4,humid,10,Medium
Matara,kennel cough,6,2,hot,4,Low
Agunukolapelessa,ticks,17,4,hot,4,Medium
Batticaloa,lethargy,12,9,humid,10,High
Kalutara,fleas,2,2,humid,10,Low
Kegalle,dog vomiting,8,2,rainy,6,Low
Chilaw,ticks,9,6,rainy,6,Medium
Marawila,eye infection,10,3,hot,4,Medium
Middeniya,dog vomiting,3,5,humid,10,Medium
Kelaniya,kennel cough,20,3,rainy,6,Medium
Hambantota,eye infection,20,0,rainy,6,Medium
Bandarawela,dog coughing,16,7,rainy,6,Medium
Tissamaharama,lethargy,16,6,dry,2,Medium
Ratnapura,dog vomiting,3,4,humid,10,Medium
Moragahamula,kennel cough,24,7,dry,2,High
Passara,ticks,6,0,dry,2,Low
Badulla,loss of appetite,7,2,hot,4,Low
Kuliyapitiya,lethargy,10,3,rainy,6,Medium
Panadura,dog fever,19,8,humid,10,High
Hanwella,dog fever,4,4,rainy,6,Low
Tissamaharama,eye infection,16,14,hot,4,High
Kuliyapitiya,loss of appetite,12,6,rainy,6,Medium
Kalutara,dog coughing,13,3,dry,2,Medium
Hatton,dog fever,21,7,dry,2,High
Avissawella,loss of appetite,8,8,humid,10,Medium
Hambantota,eye infection,8,3,rainy,6,Medium
Panadura,dog fever,9,0,hot,4,Low
Ampara,dog fever,18,3,hot,4,Medium
Kelaniya,fleas,2,14,hot,4,Medium
Badulla,dog vomiting,2,2,hot,4,Low
Ambalangoda,loss of appetite,7,1,dry,2,Low
Ginigathhena,ticks,18,4,dry,2,Medium
Giriulla,dog vomiting,15,6,humid,10,Medium
Elpitiya,dog vomiting,12,5,humid,10,Medium
Kataragama,fleas,2,3,hot,4,Low
Tissamaharama,loss of appetite,5,5,hot,4,Low
Aluthgama,dog coughing,6,1,dry,2,Low
Ja-Ela,kennel cough,10,6,hot,4,Medium
Kosgama,loss of appetite,0,5,dry,2,Low
Dehiwala,eye infection,23,0,humid,10,Medium
Kandy,loss of appetite,3,6,hot,4,Low
Panadura,lethargy,12,8,dry,2,Medium
Kilinochchi,itchy skin,15,12,rainy,6,High
Wariyapola,dog fever,12,6,rainy,6,Medium
Kothmale,fleas,9,0,dry,2,Low
Maharagama,itchy skin,11,0,humid,10,Medium
Dehiwala,dog coughing,2,7,hot,4,Low
Kegalle,loss of appetite,16,8,hot,4,Medium
Agunukolapelessa,dog coughing,11,2,humid,10,Medium
Badulla,lethargy,12,10,humid,10,High
Hanwella,dog coughing,20,7,rainy,6,High
Piliyandala,itchy skin,3,4,dry,2,Low
Nuwara Eliya,itchy skin,11,0,rainy,6,Low
Wellawaya,ticks,7,13,humid,10,High
Mahiyanganaya,ticks,9,0,humid,10,Medium
Puttalam,ticks,0,5,rainy,6,Low
Hambantota,dog vomiting,3,5,humid,10,Medium
Matugama,dog fever,11,6,dry,2,Medium
Maskeliya,fleas,10,11,hot,4,Medium
Moratuwa,dog fever,21,8,humid,10,High
Kegalle,loss of appetite,18,10,dry,2,High
Hanwella,dog coughing,12,4,hot,4,Medium
Nuwara Eliya,itchy skin,1,0,humid,10,Low
Mapalana,kennel cough,6,7,rainy,6,Medium
Kadawatha,dog coughing,1,6,dry,2,Low
Agunukolapelessa,fleas,20,7,rainy,6,High
Giriulla,dog fever,14,2,rainy,6,Medium
Haputale,itchy skin,5,6,rainy,6,Medium
Ratnapura,fleas,1,0,rainy,6,Low
Aluthgama,eye infection,8,0,rainy,6,Low
Matara,itchy skin,14,5,dry,2,Medium
Galgamuwa,dog vomiting,7,3,humid,10,Medium
Passara,dog coughing,3,3,humid,10,Low
Mirissa,eye infection,10,6,humid,10,Medium
Balangoda,lethargy,21,10,dry,2,High
Beruwala,kennel cough,17,0,humid,10,Medium
Maskeliya,lethargy,10,3,rainy,6,Medium
Galewela,dog fever,16,9,dry,2,Medium
Kalawana,itchy skin,8,2,rainy,6,Low
Kurunegala,fleas,5,2,dry,2,Low
Dambulla,dog coughing,21,15,rainy,6,High
Deniyaya,loss of appetite,4,11,hot,4,Medium
Piliyandala,kennel cough,17,6,dry,2,Medium
Maskeliya,dog fever,19,8,humid,10,High
Minuwangoda,fleas,12,5,hot,4,Medium
Kataragama,itchy skin,14,7,humid,10,Medium
Kurunegala,lethargy,11,0,humid,10,Medium
Anuradhapura,kennel cough,24,7,humid,10,High
Kuliyapitiya,dog fever,0,1,hot,4,Low
Kahawatte,lethargy,14,6,humid,10,Medium
Galle,dog coughing,4,5,humid,10,Medium
Kandy,eye infection,13,6,hot,4,Medium
Marawila,dog vomiting,11,13,humid,10,High
Matale,dog vomiting,6,0,rainy,6,Low
Mahiyanganaya,dog coughing,15,8,dry,2,Medium
Piliyandala,kennel cough,19,2,rainy,6,Medium
Kandana,dog coughing,11,8,hot,4,Medium
Kilinochchi,dog coughing,8,0,dry,2,Low
Polonnaruwa,dog fever,11,7,hot,4,Medium
Puttalam,dog fever,19,4,humid,10,High
Kosgama,eye infection,8,0,dry,2,Low
Trincomalee,dog fever,7,1,dry,2,Low
Moratuwa,fleas,0,1,hot,4,Low
Warakapola,eye infection,4,2,hot,4,Low
Hanwella,dog coughing,6,6,rainy,6,Medium
Avissawella,itchy skin,10,9,humid,10,Medium
Galgamuwa,dog fever,19,2,humid,10,Medium
Wellawaya,loss of appetite,11,8,hot,4,Medium
Embilipitiya,dog vomiting,6,8,rainy,6,Medium
Hanwella,ticks,9,5,hot,4,Medium
Ambalangoda,dog coughing,9,10,rainy,6,Medium
Gampaha,kennel cough,4,14,hot,4,Medium
Mapalana,itchy skin,11,10,rainy,6,Medium
Kandy,fleas,10,9,humid,10,Medium
Mullaitivu,lethargy,4,3,humid,10,Medium
Dehiwala,loss of appetite,12,4,hot,4,Medium
Maskeliya,dog fever,12,9,humid,10,High
Colombo,eye infection,12,6,hot,4,Medium
Tissamaharama,loss of appetite,1,6,humid,10,Medium
Kandana,ticks,17,0,rainy,6,Medium
Haputale,loss of appetite,17,1,rainy,6,Medium
Passara,ticks,12,10,dry,2,Medium
Kelaniya,kennel cough,7,0,dry,2,Low
Matugama,fleas,5,9,humid,10,Medium
Galewela,itchy skin,5,0,hot,4,Low
Marawila,loss of appetite,9,8,humid,10,Medium
Wattala,itchy skin,9,0,dry,2,Low
Colombo,loss of appetite,16,12,dry,2,High
Moragahamula,dog coughing,3,0,hot,4,Low
Horana,dog fever,24,1,hot,4,Medium
Homagama,fleas,5,6,dry,2,Low
Dambulla,dog vomiting,16,2,dry,2,Medium
Mirissa,lethargy,6,1,hot,4,Low
Maharagama,dog fever,7,7,dry,2,Medium
Kalutara,dog coughing,14,9,hot,4,Medium
Dambulla,dog coughing,13,12,hot,4,High
Polonnaruwa,dog coughing,8,7,dry,2,Medium
Dankotuwa,dog vomiting,11,4,humid,10,Medium
Jaffna,dog coughing,8,12,hot,4,Medium
Hikkaduwa,ticks,3,1,dry,2,Low
Ginigathhena,itchy skin,13,2,rainy,6,Medium
Gonapola,dog coughing,10,3,rainy,6,Medium
Boralesgamuwa,dog coughing,10,1,hot,4,Low
Colombo,ticks,24,4,dry,2,Medium
Colombo,fleas,18,4,humid,10,Medium
Kandana,lethargy,13,2,dry,2,Medium
Deniyaya,fleas,17,2,hot,4,Medium
Mawanella,lethargy,21,12,dry,2,High
Agunukolapelessa,kennel cough,22,13,dry,2,High
Horana,itchy skin,12,4,humid,10,Medium
Mawanella,ticks,1,8,hot,4,Low
Dehiwala,eye infection,17,11,rainy,6,High
Colombo,kennel cough,19,8,rainy,6,High
Polonnaruwa,ticks,3,0,hot,4,Low
Kurunegala,itchy skin,5,2,rainy,6,Low
Wariyapola,dog coughing,23,9,humid,10,High
Maharagama,kennel cough,13,3,hot,4,Medium
Mullaitivu,dog vomiting,18,9,humid,10,High
Dankotuwa,fleas,13,13,humid,10,High
Hanwella,dog vomiting,0,0,rainy,6,Low
Ragama,dog coughing,18,3,hot,4,Medium
Ja-Ela,loss of appetite,1,4,rainy,6,Low
Minuwangoda,itchy skin,19,0,hot,4,Medium
Kilinochchi,fleas,3,0,humid,10,Low
Haputale,dog vomiting,10,13,dry,2,Medium
Giriulla,loss of appetite,2,9,rainy,6,Medium
Mullaitivu,kennel cough,2,6,humid,10,Medium
Piliyandala,itchy skin,5,4,dry,2,Low
Marawila,loss of appetite,8,6,rainy,6,Medium
Mapalana,dog coughing,8,0,hot,4,Low
Panadura,kennel cough,18,13,dry,2,High
Hikkaduwa,itchy skin,14,0,dry,2,Low
Horana,loss of appetite,10,3,dry,2,Low
Gonapola,lethargy,3,3,rainy,6,Low
Buttala,dog vomiting,2,10,humid,10,Medium
Mapalana,dog coughing,5,0,hot,4,Low
Mirissa,kennel cough,2,1,dry,2,Low
Ampara,lethargy,10,3,hot,4,Medium
Moragahamula,dog vomiting,0,0,hot,4,Low
Mannar,lethargy,13,6,hot,4,Medium
Kalawana,kennel cough,18,10,rainy,6,High
